Date,Open,High,Low,Close,Adj Close,Volume
2017-11-17,310.0,369.0,307.0,344.6000061035156,338.77734375,168836552
2017-11-20,344.70001220703125,358.8999938964844,344.0,355.3500061035156,349.3456726074219,14650240
2017-11-21,356.3999938964844,418.8999938964844,352.5,385.2999877929688,378.7895812988281,43078194
2017-11-22,388.0,408.0,386.8999938964844,395.2000122070313,388.5223693847656,15227642
2017-11-23,390.0,392.0,371.1000061035156,374.8500061035156,368.5161743164063,12300150
2017-11-24,376.0499877929688,383.0,366.1000061035156,370.7000122070313,364.4363403320313,9463228
2017-11-27,371.0,384.5,371.0,380.3500061035156,373.9233093261719,3832223
2017-11-28,383.0,386.3999938964844,378.1000061035156,382.2000122070313,375.7420349121094,2409447
2017-11-29,382.3999938964844,384.7000122070313,376.1000061035156,377.7999877929688,371.4163818359375,1657909
2017-11-30,379.7999877929688,379.7999877929688,370.7999877929688,371.5,365.2228088378906,2536960
2017-12-01,373.7000122070313,379.5499877929688,368.0,372.75,366.45166015625,1904781
2017-12-04,374.0499877929688,374.8999938964844,362.0,362.7999877929688,356.6697998046875,1323453
2017-12-05,361.0,365.8999938964844,357.1499938964844,362.3500061035156,356.2274169921875,1806017
2017-12-06,360.8999938964844,371.7000122070313,358.54998779296875,368.3500061035156,362.1260681152344,3331373
2017-12-07,370.0499877929688,389.8999938964844,370.0499877929688,388.2999877929688,381.7389221191406,3350792
2017-12-08,390.0,395.7999877929688,385.6000061035156,389.2999877929688,382.7219848632813,2494845
2017-12-11,387.0,392.25,379.0499877929688,380.7999877929688,374.36566162109375,1029719
2017-12-12,380.8999938964844,387.0,377.0499877929688,383.7999877929688,377.3149719238281,2564559
2017-12-13,386.4500122070313,389.25,378.5,380.7999877929688,374.36566162109375,747787
2017-12-14,382.8500061035156,386.0,377.0,384.2999877929688,377.8065185546875,1261422
2017-12-15,388.0,390.75,380.1000061035156,381.3999938964844,376.2871398925781,1698848
2017-12-18,380.0,383.2999877929688,372.25,377.4500122070313,372.3901062011719,1399027
2017-12-19,378.0,380.9500122070313,372.25,374.8999938964844,369.8742980957031,1641589
2017-12-20,377.4500122070313,377.7000122070313,371.5,375.1499938964844,370.1209411621094,2251770
2017-12-21,379.25,381.7999877929688,375.0,376.0499877929688,371.0088806152344,1448962
2017-12-22,376.25,380.3999938964844,374.2000122070313,374.5499877929688,369.5289916992188,775946
2017-12-26,376.0,378.6000061035156,373.3999938964844,376.5499877929688,371.5021362304688,1310649
2017-12-27,375.1000061035156,377.9500122070313,373.7999877929688,374.8500061035156,369.824951171875,589597
2017-12-28,375.0,380.0,372.3999938964844,377.9500122070313,372.8834533691406,912189
2017-12-29,379.0,390.7999877929688,375.6499938964844,386.0,380.8255004882813,1611972
2018-01-01,388.5,399.7999877929688,386.5499877929688,389.6499938964844,384.4266052246094,1445743
2018-01-02,391.7000122070313,398.0,384.3500061035156,395.5,390.1981506347656,1219713
2018-01-03,398.0,398.2999877929688,384.1000061035156,385.6499938964844,380.4801940917969,2275082
2018-01-04,390.0,401.9500122070313,387.25,399.0,393.6512145996094,2974278
2018-01-05,401.0,412.0,398.0,407.0,401.5439758300781,3554479
2018-01-08,410.0,428.2999877929688,409.5499877929688,422.1000061035156,416.4415893554688,3806105
2018-01-09,424.0,447.6499938964844,422.6499938964844,435.5,429.6619262695313,6183645
2018-01-10,438.0,441.8999938964844,427.0,429.25,423.4956970214844,2374166
2018-01-11,424.0,449.7999877929688,424.0,446.7000122070313,440.7118225097656,2604294
2018-01-12,449.75,458.7000122070313,444.2999877929688,455.9500122070313,449.83782958984375,5364763
2018-01-15,460.0,488.0,457.0,474.8500061035156,468.4844665527344,5635852
2018-01-16,479.8999938964844,494.2999877929688,471.25,482.6499938964844,476.1798706054688,8288750
2018-01-17,485.3999938964844,488.2000122070313,470.0,478.3999938964844,471.9868469238281,5691140
2018-01-18,483.2000122070313,489.7999877929688,478.0,485.0499877929688,478.5476989746094,1772870
2018-01-19,489.25,491.3500061035156,477.0,481.5,475.0452575683594,3488403
2018-01-22,481.5,488.8500061035156,469.0,470.2000122070313,463.8967590332031,3825798
2018-01-23,474.25,474.25,454.5,458.5499877929688,452.4029235839844,3561221
2018-01-24,457.5,460.0,448.0,455.25,449.1471862792969,2072037
